snapshot_date,club,club_clean,elo
2024-09-01,Aberdeen,aberdeen,1368.72729492
2024-09-01,Adana Demirspor,adana demirspor,1394.77111816
2024-09-01,AEK,aek,1586.28027344
2024-09-01,AIK,aik,1391.90930176
2024-09-01,Ajaccio,ajaccio,1387.62670898
2024-09-01,Ajax,ajax,1611.02331543
2024-09-01,Akron Togliatti,akron togliatti,1308.17114258
2024-09-01,Aktobe,aktobe,1243.12341309
2024-09-01,Alanyaspor,alanyaspor,1429.22521973
2024-09-01,Albacete,albacete,1499.83227539
2024-09-01,Alkmaar,alkmaar,1596.46057129
2024-09-01,Almere,almere,1354.0480957
2024-09-01,Almeria,almeria,1565.29724121
2024-09-01,Altach,altach,1342.11999512
2024-09-01,Amiens,amiens,1430.63208008
2024-09-01,Anderlecht,anderlecht,1649.00402832
2024-09-01,Annecy,annecy,1400.96398926
2024-09-01,Antalyaspor,antalyaspor,1394.25744629
2024-09-01,Antwerp,antwerp,1569.3684082
2024-09-01,Ararat,ararat,1233.29138184
2024-09-01,Arda,arda,1236.10217285
2024-09-01,Aris,aris,1458.18566895
2024-09-01,Arouca,arouca,1499.80810547
2024-09-01,Ashdod,ashdod,1296.1496582
2024-09-01,Asteras Tripolis,asteras tripolis,1285.78991699
2024-09-01,Atromitos,atromitos,1289.71777344
2024-09-01,Auda,auda,1197.53869629
2024-09-01,Austria Wien,austria wien,1451.06945801
2024-09-01,AVS Futebol,avs futebol,1387.97973633
2024-09-01,B 36 Torshavn,b 36 torshavn,1067.34130859
2024-09-01,Backa Topola,backa topola,1308.29467773
2024-09-01,Bala,bala,991.686462402
2024-09-01,Ballkani,ballkani,1184.97155762
2024-09-01,Banants,banants,1209.51220703
2024-09-01,Banik Ostrava,banik ostrava,1471.58679199
2024-09-01,Bari,bari,1429.60180664
2024-09-01,Basel,basel,1454.47021484
2024-09-01,Bastia,bastia,1439.64221191
2024-09-01,Batumi,batumi,1143.13012695
2024-09-01,Beer-Sheva,beer-sheva,1428.9934082
2024-09-01,Beerschot AC,beerschot ac,1327.17834473
2024-09-01,Beitar,beitar,1285.91577148
2024-09-01,Benfica,benfica,1759.06933594
2024-09-01,Beroe Stara Zagora,beroe stara zagora,1138.62426758
2024-09-01,Besiktas,besiktas,1512.37963867
2024-09-01,Blackburn,blackburn,1469.1270752
2024-09-01,Bnei Sakhinin,bnei sakhinin,1334.55847168
2024-09-01,Boavista,boavista,1411.08605957
2024-09-01,Bodoe Glimt,bodoe glimt,1599.09533691
2024-09-01,Bodrum,bodrum,1316.24328613
2024-09-01,Bohemians Praha,bohemians praha,1375.36730957
2024-09-01,Borac Banja Luka,borac banja luka,1200.14978027
2024-09-01,Botev Plovdiv,botev plovdiv,1228.0065918
2024-09-01,Botev Vratsa,botev vratsa,1082.16760254
2024-09-01,Botosani,botosani,1224.45056152
2024-09-01,Braga,braga,1661.5904541
2024-09-01,Brann,brann,1474.86950684
2024-09-01,Braunschweig,braunschweig,1377.56591797
2024-09-01,Bravo,bravo,1255.75939941
2024-09-01,Breda,breda,1312.09216309
2024-09-01,Breidablik,breidablik,1187.29052734
2024-09-01,Brescia,brescia,1442.64074707
2024-09-01,Bristol City,bristol city,1462.81506348
2024-09-01,Brommapojkarna,brommapojkarna,1295.13647461
2024-09-01,Brondby,brondby,1554.74731445
2024-09-01,Brugge,brugge,1703.31665039
2024-09-01,Bueyueksehir,bueyueksehir,1531.33203125
2024-09-01,Burgos,burgos,1493.05749512
2024-09-01,Burnley,burnley,1614.48632812
2024-09-01,BW Linz,bw linz,1340.61572266
2024-09-01,Cadiz,cadiz,1563.82226562
2024-09-01,Caen,caen,1429.96533203
2024-09-01,Caernarfon Town,caernarfon town,1002.59143066
2024-09-01,Cardiff,cardiff,1383.89758301
2024-09-01,Carrarese,carrarese,1420.67724609
2024-09-01,Cartagena,cartagena,1456.93884277
2024-09-01,Casa Pia,casa pia,1424.77954102
2024-09-01,Castellon,castellon,1419.58776855
2024-09-01,Catanzaro,catanzaro,1455.59216309
2024-09-01,Celje,celje,1343.26489258
2024-09-01,Celtic,celtic,1644.33325195
2024-09-01,Cercle Brugge,cercle brugge,1536.70690918
2024-09-01,Ceske Budejovice,ceske budejovice,1270.18896484
2024-09-01,CFR Cluj,cfr cluj,1422.82531738
2024-09-01,Charleroi,charleroi,1485.46142578
2024-09-01,Cherno More,cherno more,1368.76330566
2024-09-01,Chernomorets,chernomorets,1213.00463867
2024-09-01,Cittadella,cittadella,1432.4473877
2024-09-01,Clermont,clermont,1529.30749512
2024-09-01,Cliftonville,cliftonville,1049.37585449
2024-09-01,Connahs Quay,connahs quay,991.034912109
2024-09-01,Cordoba,cordoba,1415.29052734
2024-09-01,Corvinul Hunedoara,corvinul hunedoara,1190.58789062
2024-09-01,Cosenza,cosenza,1449.51342773
2024-09-01,Coventry,coventry,1483.85302734
2024-09-01,Cracovia,cracovia,1397.27697754
2024-09-01,Craiova,craiova,1411.32250977
2024-09-01,Cremonese,cremonese,1548.86779785
2024-09-01,Crusaders,crusaders,1073.60119629
2024-09-01,Crvena Zvezda,crvena zvezda,1565.62902832
2024-09-01,CSKA 1948 Sofia,cska 1948 sofia,1288.41052246
2024-09-01,CSKA Moskva,cska moskva,1563.82580566
2024-09-01,CSKA Sofia,cska sofia,1312.89477539
2024-09-01,Cukaricki,cukaricki,1261.11499023
2024-09-01,Darmstadt,darmstadt,1461.00830078
2024-09-01,Debrecen,debrecen,1298.45507812
2024-09-01,Decic,decic,1084.34790039
2024-09-01,Dender,dender,1391.66796875
2024-09-01,Depor,depor,1409.82250977
2024-09-01,Derby,derby,1398.84509277
2024-09-01,Derry City,derry city,1202.16650391
2024-09-01,Differdang,differdang,1065.87243652
2024-09-01,Dinamo Bucuresti,dinamo bucuresti,1248.8001709
2024-09-01,Dinamo Minsk,dinamo minsk,1240.44897461
2024-09-01,Dinamo Tbilisi,dinamo tbilisi,1106.90856934
2024-09-01,Dinamo Zagreb,dinamo zagreb,1585.98974609
2024-09-01,Diosgyori,diosgyori,1259.99035645
2024-09-01,Djurgarden,djurgarden,1470.25622559
2024-09-01,Domzale,domzale,1159.32299805
2024-09-01,Drita,drita,1217.79748535
2024-09-01,Dudelange,dudelange,1081.26477051
2024-09-01,Duesseldorf,duesseldorf,1612.30297852
2024-09-01,Dukla,dukla,1285.50134277
2024-09-01,Dunajska,dunajska,1327.23083496
2024-09-01,Dundee,dundee,1274.87524414
2024-09-01,Dundee United,dundee united,1219.27441406
2024-09-01,Dunkerque,dunkerque,1348.95129395
2024-09-01,Dynamo Kyiv,dynamo kyiv,1546.80285645
2024-09-01,Dynamo Makhachkala,dynamo makhachkala,1301.15686035
2024-09-01,Dynamo Moskva,dynamo moskva,1539.99682617
2024-09-01,Egnatia,egnatia,1135.38818359
2024-09-01,Eibar,eibar,1571.36462402
2024-09-01,Elche,elche,1484.55224609
2024-09-01,Eldense,eldense,1449.06054688
2024-09-01,Elfsborg,elfsborg,1518.78198242
2024-09-01,Elversberg,elversberg,1417.25024414
2024-09-01,Escaldes,escaldes,965.057250977
2024-09-01,Escale,escale,901.204467773
2024-09-01,Estoril,estoril,1395.47851562
2024-09-01,Estrela Amadora,estrela amadora,1384.47167969
2024-09-01,Eyupspor,eyupspor,1358.71960449
2024-09-01,Fakel Voronezh,fakel voronezh,1372.61584473
2024-09-01,Famalicao,famalicao,1526.36535645
2024-09-01,Farense,farense,1408.34960938
2024-09-01,FC Infonet,fc infonet,1047.51000977
2024-09-01,FC Khimki,fc khimki,1305.64831543
2024-09-01,FC Kobenhavn,fc kobenhavn,1610.91394043
2024-09-01,FC Krasnodar,fc krasnodar,1560.04650879
2024-09-01,FCB Magpies,fcb magpies,896.844543457
2024-09-01,Fenerbahce,fenerbahce,1703.9083252
2024-09-01,Ferencvaros,ferencvaros,1474.69506836
2024-09-01,Ferrol,ferrol,1447.21899414
2024-09-01,Feyenoord,feyenoord,1748.3092041
2024-09-01,FK Astana,fk astana,1369.61975098
2024-09-01,FK Riga,fk riga,1278.86828613
2024-09-01,FK Sarajevo,fk sarajevo,1219.23962402
2024-09-01,Flora Tallinn,flora tallinn,1142.63122559
2024-09-01,Floriana,floriana,1053.81933594
2024-09-01,Fredrikstad,fredrikstad,1346.43591309
2024-09-01,Frosinone,frosinone,1586.61901855
2024-09-01,Fuerth,fuerth,1497.2244873
2024-09-01,GAIS,gais,1275.99926758
2024-09-01,GAK,gak,1298.37890625
2024-09-01,Galatasaray,galatasaray,1699.0760498
2024-09-01,Gaziantep FK,gaziantep fk,1363.07556152
2024-09-01,Genk,genk,1570.44824219
2024-09-01,Gent,gent,1618.56420898
2024-09-01,Gil Vicente,gil vicente,1454.21191406
2024-09-01,Gloria Buzau,gloria buzau,1160.59301758
2024-09-01,Go Ahead Eagles,go ahead eagles,1433.14855957
2024-09-01,Goeteborg,goeteborg,1328.70666504
2024-09-01,Goeztepe,goeztepe,1354.35705566
2024-09-01,Gornik,gornik,1407.22302246
2024-09-01,Gota,gota,1061.19055176
2024-09-01,Granada,granada,1523.4786377
2024-09-01,Grasshoppers,grasshoppers,1331.94506836
2024-09-01,Grenoble,grenoble,1384.0390625
2024-09-01,Groningen,groningen,1352.34680176
2024-09-01,Guimaraes,guimaraes,1590.4432373
2024-09-01,Guingamp,guingamp,1432.81555176
2024-09-01,Gyoer,gyoer,1182.68713379
2024-09-01,Haecken,haecken,1427.73730469
2024-09-01,Hajduk,hajduk,1439.69104004
2024-09-01,Halmstad,halmstad,1248.97436523
2024-09-01,Ham-Kam,ham-kam,1339.91723633
2024-09-01,Hamburg,hamburg,1575.66723633
2024-09-01,Hammarby,hammarby,1458.16723633
2024-09-01,Hamrun,hamrun,1098.66833496
2024-09-01,Hannover,hannover,1511.52758789
2024-09-01,Hapoel Eran Hadera,hapoel eran hadera,1249.31713867
2024-09-01,Hapoel Haifa,hapoel haifa,1351.90185547
2024-09-01,Hapoel Jerusalem,hapoel jerusalem,1304.70300293
2024-09-01,Hartberg,hartberg,1397.15673828
2024-09-01,Hatayspor,hatayspor,1322.11303711
2024-09-01,Haugesund,haugesund,1321.5501709
2024-09-01,HB Torshavn,hb torshavn,1050.90234375
2024-09-01,Hearts,hearts,1390.77685547
2024-09-01,Hebar,hebar,1064.68066406
2024-09-01,Heerenveen,heerenveen,1421.16674805
2024-09-01,Heracles,heracles,1351.74487305
2024-09-01,Hermannstadt,hermannstadt,1307.64306641
2024-09-01,Hertha,hertha,1530.39050293
2024-09-01,Hibernian,hibernian,1301.66052246
2024-09-01,HJK Helsinki,hjk helsinki,1241.6809082
2024-09-01,HNK Gorica,hnk gorica,1257.33898926
2024-09-01,Hradec Kralove,hradec kralove,1426.57421875
2024-09-01,Huesca,huesca,1530.61657715
2024-09-01,Hull,hull,1485.55505371
2024-09-01,Iasi,iasi,1206.56140137
2024-09-01,IK Sirius,ik sirius,1385.8001709
2024-09-01,Ilves Tampere,ilves tampere,1209.43139648
2024-09-01,IMT,imt,1092.80480957
2024-09-01,Inhulets,inhulets,1179.00891113
2024-09-01,Ironi Tiberias,ironi tiberias,1244.99951172
2024-09-01,Isloch,isloch,1118.40002441
2024-09-01,Istra 1961,istra 1961,1293.72265625
2024-09-01,Jablonec,jablonec,1418.27868652
2024-09-01,Jagiellonia,jagiellonia,1423.53173828
2024-09-01,Jedinstvo Ub,jedinstvo ub,1004.57598877
2024-09-01,Juve Stabia,juve stabia,1442.47595215
2024-09-01,Kalev,kalev,1044.25756836
2024-09-01,Kalithea,kalithea,1256.1619873
2024-09-01,Kalmar,kalmar,1293.93664551
2024-09-01,Karabakh Agdam,karabakh agdam,1575.22192383
2024-09-01,Karlsruhe,karlsruhe,1553.11437988
2024-09-01,Karpaty,karpaty,1193.96777344
2024-09-01,Karvina,karvina,1312.53894043
2024-09-01,Kasimpasa,kasimpasa,1424.98706055
2024-09-01,Katowice,katowice,1296.94616699
2024-09-01,Kayseri,kayseri,1361.4276123
2024-09-01,Kecskemeti,kecskemeti,1288.6204834
2024-09-01,KFUM Oslo,kfum oslo,1333.90917969
2024-09-01,Kilmarnock,kilmarnock,1320.95666504
2024-09-01,Kiryat Shmona,kiryat shmona,1228.84277344
2024-09-01,Klagenfurt,klagenfurt,1394.98583984
2024-09-01,Klaksvik,klaksvik,1159.95324707
2024-09-01,Koeln,koeln,1598.72595215
2024-09-01,Kolos,kolos,1222.95336914
2024-09-01,Konyaspor,konyaspor,1412.18164062
2024-09-01,Koper,koper,1256.39929199
2024-09-01,Korona,korona,1331.65124512
2024-09-01,Kortrijk,kortrijk,1362.15820312
2024-09-01,Kragujevac,kragujevac,1197.18273926
2024-09-01,Kristiansund,kristiansund,1305.28674316
2024-09-01,Krusevac,krusevac,1075.30456543
2024-09-01,Kryliya Sovetov,kryliya sovetov,1413.56079102
2024-09-01,Kryvbas,kryvbas,1316.546875
2024-09-01,Kuopio,kuopio,1278.13647461
2024-09-01,La Fiorita,la fiorita,690.110168457
2024-09-01,Lamia,lamia,1283.91259766
2024-09-01,Larnaca,larnaca,1433.43774414
2024-09-01,Larne,larne,1051.67834473
2024-09-01,LASK,lask,1481.93615723
2024-09-01,Lausanne,lausanne,1348.8782959
2024-09-01,Lautern,lautern,1443.93078613
2024-09-01,Laval,laval,1368.36791992
2024-09-01,Lech,lech,1481.44689941
2024-09-01,Lechia,lechia,1261.09912109
2024-09-01,Leeds,leeds,1613.71777344
2024-09-01,Leganes,leganes,1572.48071289
2024-09-01,Legia,legia,1496.28112793
2024-09-01,Leuven,leuven,1499.32141113
2024-09-01,Levadeiakos,levadeiakos,1252.29016113
2024-09-01,Levante,levante,1561.47070312
2024-09-01,Levski,levski,1385.38757324
2024-09-01,Levski Krumovgrad,levski krumovgrad,1186.25061035
2024-09-01,Liepajas,liepajas,1174.99194336
2024-09-01,Lincoln,lincoln,963.252685547
2024-09-01,Linfield,linfield,1101.87097168
2024-09-01,Livyi Bereh,livyi bereh,1185.72497559
2024-09-01,Llapi,llapi,1075.31604004
2024-09-01,LNZ,lnz,1286.0189209
2024-09-01,Lok Moskva,lok moskva,1580.74963379
2024-09-01,Lok Plovdiv,lok plovdiv,1267.24719238
2024-09-01,Lok Sofia,lok sofia,1128.96716309
2024-09-01,Lok Zagreb,lok zagreb,1328.43005371
2024-09-01,Lorient,lorient,1556.47583008
2024-09-01,Lubin,lubin,1364.47106934
2024-09-01,Lugano,lugano,1472.11376953
2024-09-01,Luton,luton,1525.36572266
2024-09-01,Luzern,luzern,1407.83789062
2024-09-01,Lyngby,lyngby,1359.58422852
2024-09-01,M Petach Tikva,m petach tikva,1240.94140625
2024-09-01,M Tel Aviv,m tel aviv,1585.36474609
2024-09-01,Maccabi Bnei Raina,maccabi bnei raina,1295.7401123
2024-09-01,Maccabi Haifa,maccabi haifa,1568.61254883
2024-09-01,Magdeburg,magdeburg,1449.95251465
2024-09-01,Malaga,malaga,1431.14196777
2024-09-01,Malisheva,malisheva,1059.91247559
2024-09-01,Malmoe,malmoe,1532.08654785
2024-09-01,Mantova,mantova,1421.86230469
2024-09-01,Maribor,maribor,1373.23718262
2024-09-01,Marsaxlokk,marsaxlokk,1048.00817871
2024-09-01,Martigues,martigues,1363.61682129
2024-09-01,Mechelen,mechelen,1519.57299805
2024-09-01,Metz,metz,1536.49731445
2024-09-01,Middlesbrough,middlesbrough,1532.94470215
2024-09-01,Midtjylland,midtjylland,1603.03564453
2024-09-01,Millwall,millwall,1462.6541748
2024-09-01,Milsami Orhei,milsami orhei,1170.09741211
2024-09-01,Mirandes,mirandes,1467.53979492
2024-09-01,Mjaellby,mjaellby,1393.31860352
2024-09-01,Mlada Boleslav,mlada boleslav,1456.1348877
2024-09-01,Mladost Lucani,mladost lucani,1140.88562012
2024-09-01,Molde,molde,1542.10107422
2024-09-01,Moreirense,moreirense,1509.13342285
2024-09-01,Motherwell,motherwell,1313.54272461
2024-09-01,Motor Lublin,motor lublin,1293.88781738
2024-09-01,MTK,mtk,1251.63012695
2024-09-01,Muenster,muenster,1377.05651855
2024-09-01,Mura,mura,1232.28686523
2024-09-01,Nacional,nacional,1385.0892334
2024-09-01,Nafta,nafta,1106.59875488
2024-09-01,Neman Grodno,neman grodno,1126.44946289
2024-09-01,Netanya,netanya,1285.10217285
2024-09-01,NFC Volos,nfc volos,1300.63476562
2024-09-01,Niedercorn,niedercorn,1084.9855957
2024-09-01,Nijmegen,nijmegen,1509.03881836
2024-09-01,Nis,nis,1091.72619629
2024-09-01,Nizhny Novgorod,nizhny novgorod,1327.76940918
2024-09-01,Noah,noah,1274.16101074
2024-09-01,Nordsjaelland,nordsjaelland,1572.60778809
2024-09-01,Norrkoeping,norrkoeping,1306.04760742
2024-09-01,Norwich,norwich,1505.90844727
2024-09-01,Novi Pazar,novi pazar,1117.59069824
2024-09-01,Novi Sad,novi sad,1244.56872559
2024-09-01,Nuernberg,nuernberg,1403.53503418
2024-09-01,Nyiregyhaza,nyiregyhaza,1199.68212891
2024-09-01,Obolon Kyiv,obolon kyiv,1201.15795898
2024-09-01,Odd Grenland,odd grenland,1306.88366699
2024-09-01,OFI,ofi,1300.14428711
2024-09-01,OFK,ofk,1074.2043457
2024-09-01,Olexandriya,olexandriya,1334.65942383
2024-09-01,Olimpija Ljubljana,olimpija ljubljana,1410.91210938
2024-09-01,Olympiakos,olympiakos,1673.69348145
2024-09-01,Omonia,omonia,1459.65686035
2024-09-01,Ordabasy,ordabasy,1208.78466797
2024-09-01,Osijek,osijek,1362.10864258
2024-09-01,Otelul Galati,otelul galati,1299.2956543
2024-09-01,Oviedo,oviedo,1554.23046875
2024-09-01,Oxford,oxford,1399.06555176
2024-09-01,Paderborn,paderborn,1529.11047363
2024-09-01,Paide Linnameeskond,paide linnameeskond,1074.60168457
2024-09-01,Paksi,paksi,1330.27331543
2024-09-01,Palermo,palermo,1460.23046875
2024-09-01,Panathinaikos,panathinaikos,1574.07397461
2024-09-01,Panetolikos,panetolikos,1280.03466797
2024-09-01,Panevezys,panevezys,1127.44165039
2024-09-01,Panserraikos,panserraikos,1251.33740234
2024-09-01,PAOK,paok,1623.40258789
2024-09-01,Paphos,paphos,1448.16650391
2024-09-01,Pardubice,pardubice,1365.98547363
2024-09-01,Paris FC,paris fc,1500.21386719
2024-09-01,Partizan,partizan,1347.63452148
2024-09-01,Partizani Tirana,partizani tirana,1156.84179688
2024-09-01,Pau,pau,1413.28063965
2024-09-01,Petrocub,petrocub,1197.79528809
2024-09-01,Petrolul Ploiesti,petrolul ploiesti,1238.07922363
2024-09-01,Piast Gliwice,piast gliwice,1428.79382324
2024-09-01,Pisa,pisa,1462.95800781
2024-09-01,Plymouth,plymouth,1395.09387207
2024-09-01,Podgorica,podgorica,1037.45458984
2024-09-01,Pogon,pogon,1451.54223633
2024-09-01,Polissya Zhytomyr,polissya zhytomyr,1341.10583496
2024-09-01,Porto,porto,1789.35754395
2024-09-01,Portsmouth,portsmouth,1387.36853027
2024-09-01,Preston,preston,1422.70043945
2024-09-01,Primorje,primorje,1147.23352051
2024-09-01,PSV,psv,1795.44506836
2024-09-01,Puskas Akademia,puskas akademia,1406.59802246
2024-09-01,Puszcza Niepolomice,puszcza niepolomice,1334.0423584
2024-09-01,Pyunik,pyunik,1297.19177246
2024-09-01,QPR,qpr,1451.77929688
2024-09-01,Radomiak,radomiak,1306.9765625
2024-09-01,Radomlje,radomlje,1175.20715332
2024-09-01,Rakow,rakow,1457.71618652
2024-09-01,Randers,randers,1428.24206543
2024-09-01,Rangers,rangers,1592.79858398
2024-09-01,Rapid Bucuresti,rapid bucuresti,1347.28295898
2024-09-01,Rapid Wien,rapid wien,1491.97741699
2024-09-01,Razgrad,razgrad,1506.27807617
2024-09-01,Red Star,red star,1369.43115234
2024-09-01,Regensburg,regensburg,1375.9732666
2024-09-01,Reggiana,reggiana,1427.64746094
2024-09-01,RFS,rfs,1245.44604492
2024-09-01,Rijeka,rijeka,1415.81774902
2024-09-01,Rio Ave,rio ave,1473.37341309
2024-09-01,Rizespor,rizespor,1359.5345459
2024-09-01,Rodez,rodez,1422.09094238
2024-09-01,Rosenborg,rosenborg,1405.31384277
2024-09-01,Ross County,ross county,1205.04187012
2024-09-01,Rostov,rostov,1481.46594238
2024-09-01,Rubin Kazan,rubin kazan,1428.86975098
2024-09-01,Rukh Lviv,rukh lviv,1360.93237305
2024-09-01,Ruzomberok,ruzomberok,1382.18603516
2024-09-01,Sabah,sabah,1324.30859375
2024-09-01,Saburtalo,saburtalo,1178.19897461
2024-09-01,Salernitana,salernitana,1528.74743652
2024-09-01,Salzburg,salzburg,1686.3605957
2024-09-01,Sampdoria,sampdoria,1486.00720215
2024-09-01,Samsunspor,samsunspor,1355.81420898
2024-09-01,Sandefjord,sandefjord,1316.9864502
2024-09-01,Santa Clara,santa clara,1425.81713867
2024-09-01,Santander,santander,1532.26330566
2024-09-01,Sarpsborg,sarpsborg,1352.53857422
2024-09-01,Sassuolo,sassuolo,1570.66796875
2024-09-01,Schalke,schalke,1499.08093262
2024-09-01,Sepsi,sepsi,1320.33618164
2024-09-01,Septemvri Sofia,septemvri sofia,1040.23535156
2024-09-01,Servette,servette,1470.27697754
2024-09-01,Shakhtar,shakhtar,1572.42016602
2024-09-01,Shamrock,shamrock,1229.22875977
2024-09-01,Sheffield United,sheffield united,1525.06665039
2024-09-01,Sheffield Weds,sheffield weds,1427.25891113
2024-09-01,Shelbourne,shelbourne,1214.08093262
2024-09-01,Sheriff Tiraspol,sheriff tiraspol,1377.22583008
2024-09-01,Shkendija,shkendija,1177.32739258
2024-09-01,Siauliai,siauliai,1105.91015625
2024-09-01,Sibenik,sibenik,1193.24804688
2024-09-01,Sigma Olomouc,sigma olomouc,1413.19836426
2024-09-01,Silkeborg,silkeborg,1463.37988281
2024-09-01,Sion,sion,1344.21179199
2024-09-01,Sittard,sittard,1403.27087402
2024-09-01,Sivasspor,sivasspor,1434.39978027
2024-09-01,Slask,slask,1419.22485352
2024-09-01,Slaven Belupo,slaven belupo,1202.53967285
2024-09-01,Slavia Praha,slavia praha,1740.61352539
2024-09-01,Slavia Sofia,slavia sofia,1200.64160156
2024-09-01,Sliema Wanderers,sliema wanderers,1039.95922852
2024-09-01,Slovacko,slovacko,1449.72961426
2024-09-01,Slovan Bratislava,slovan bratislava,1446.40087891
2024-09-01,Slovan Liberec,slovan liberec,1406.3215332
2024-09-01,SonderjyskE,sonderjyske,1337.46166992
2024-09-01,Sparta Praha,sparta praha,1727.74853516
2024-09-01,Sparta Rotterdam,sparta rotterdam,1507.13586426
2024-09-01,Spartak Moskva,spartak moskva,1549.87988281
2024-09-01,Spartak Varna,spartak varna,1140.85839844
2024-09-01,Spezia,spezia,1484.36499023
2024-09-01,Sporting,sporting,1834.71520996
2024-09-01,SS Virtus,ss virtus,708.074829102
2024-09-01,St Gillis,st gillis,1660.55212402
2024-09-01,St Johnstone,st johnstone,1221.58776855
2024-09-01,St Josephs,st josephs,907.828308105
2024-09-01,St Mirren,st mirren,1308.16235352
2024-09-01,St Patricks,st patricks,1240.3190918
2024-09-01,St Truiden,st truiden,1452.36535645
2024-09-01,Stal Mielec,stal mielec,1319.40661621
2024-09-01,Standard,standard,1440.07348633
2024-09-01,Steaua,steaua,1418.42370605
2024-09-01,StGallen,stgallen,1482.01647949
2024-09-01,Stjarnan,stjarnan,1149.78271484
2024-09-01,Stoke,stoke,1458.3638916
2024-09-01,Stromsgodset,stromsgodset,1345.24304199
2024-09-01,Struga,struga,1087.32653809
2024-09-01,Sturm Graz,sturm graz,1606.42492676
2024-09-01,Suedtirol,suedtirol,1449.26074219
2024-09-01,Sumqayit,sumqayit,1311.22619629
2024-09-01,Sunderland,sunderland,1483.29650879
2024-09-01,Swansea,swansea,1473.03833008
2024-09-01,Tekstilac Odzaci,tekstilac odzaci,1036.89941406
2024-09-01,Tenerife,tenerife,1487.53662109
2024-09-01,Teplice,teplice,1350.50646973
2024-09-01,Terek Grozny,terek grozny,1407.86279297
2024-09-01,The New Saints,the new saints,1117.45202637
2024-09-01,Tikves,tikves,1114.75292969
2024-09-01,Tirana,tirana,1114.69067383
2024-09-01,Tobol,tobol,1234.03027344
2024-09-01,Torpedo Kutaisi,torpedo kutaisi,1164.16381836
2024-09-01,Torpedo Zhodino,torpedo zhodino,1085.76464844
2024-09-01,Trabzonspor,trabzonspor,1498.8338623
2024-09-01,TransINVEST,transinvest,1124.7097168
2024-09-01,Tre Penne,tre penne,695.420898438
2024-09-01,Trnava,trnava,1388.08813477
2024-09-01,Tromso,tromso,1403.01318359
2024-09-01,Troyes,troyes,1385.93762207
2024-09-01,Twente,twente,1614.9675293
2024-09-01,Ujpest,ujpest,1237.66992188
2024-09-01,Ulm,ulm,1375.51977539
2024-09-01,Una Strassen,una strassen,1066.4753418
2024-09-01,Unirea Slobozia,unirea slobozia,1186.19104004
2024-09-01,Universitatea Cluj,universitatea cluj,1346.61401367
2024-09-01,UTA Arad,uta arad,1283.54077148
2024-09-01,Utrecht,utrecht,1524.43591309
2024-09-01,Vaasa,vaasa,1189.97692871
2024-09-01,Vaduz,vaduz,1298.07141113
2024-09-01,Vaesteras,vaesteras,1211.49951172
2024-09-01,Valladolid,valladolid,1593.14404297
2024-09-01,Valur,valur,1180.2902832
2024-09-01,Varazdin,varazdin,1282.55957031
2024-09-01,Varnamo,varnamo,1313.5501709
2024-09-01,Vejle,vejle,1338.17736816
2024-09-01,Velez Mostar,velez mostar,1184.76171875
2024-09-01,Veres,veres,1224.17700195
2024-09-01,Viborg,viborg,1416.10571289
2024-09-01,Videoton,videoton,1316.18688965
2024-09-01,Viitorul,viitorul,1338.7989502
2024-09-01,Viking,viking,1455.47021484
2024-09-01,Vikingur,vikingur,1216.3034668
2024-09-01,Viktoria Plzen,viktoria plzen,1620.43151855
2024-09-01,Vllaznia,vllaznia,1117.92810059
2024-09-01,Vorskla,vorskla,1278.33532715
2024-09-01,Waalwijk,waalwijk,1357.02392578
2024-09-01,Watford,watford,1491.24511719
2024-09-01,Wattens,wattens,1287.69848633
2024-09-01,West Brom,west brom,1547.7713623
2024-09-01,Westerlo,westerlo,1460.56176758
2024-09-01,Widzew,widzew,1365.84741211
2024-09-01,Willem II,willem ii,1341.70178223
2024-09-01,Wisla,wisla,1283.55358887
2024-09-01,Young Boys,young boys,1553.14990234
2024-09-01,Yverdon Sport,yverdon sport,1335.16638184
2024-09-01,Zalaegerszegi,zalaegerszegi,1272.4185791
2024-09-01,Zalgiris Vilnius,zalgiris vilnius,1206.70324707
2024-09-01,Zaragoza,zaragoza,1518.9510498
2024-09-01,Zeleznicar Pancevo,zeleznicar pancevo,1097.03808594
2024-09-01,Zenit,zenit,1659.08483887
2024-09-01,Zimbru,zimbru,1156.42333984
2024-09-01,Zira,zira,1334.78295898
2024-09-01,Zlatibor,zlatibor,1106.19543457
2024-09-01,Zorya,zorya,1347.32995605
2024-09-01,Zrinjski Mostar,zrinjski mostar,1286.90698242
2024-09-01,Zuerich,zuerich,1475.95849609
2024-09-01,Zwolle,zwolle,1378.93115234
